Flight,Time,Length,Airline,AirportFrom,AirportTo,DayOfWeek,Class
59.0,870.0,110.0,WN,PHX,DEN,7,1
6627.0,620.0,168.0,OO,MSN,DEN,6,1
141.0,1228.0,137.0,UA,DEN,IAH,3,1
1171.0,460.0,170.0,US,CLT,IAH,5,0
6479.0,620.0,175.0,OO,DEN,PIT,4,0
2911.0,725.0,66.0,YV,PHX,PSP,3,0
1479.0,1275.0,59.0,CO,IAH,SAT,3,0
580.0,590.0,70.0,WN,SDF,STL,1,0
591.0,1176.0,135.0,UA,BWI,ORD,5,0
119.0,460.0,125.0,WN,MDW,PHL,3,0
6617.0,615.0,104.0,OH,DTW,AVL,2,0
1381.0,1065.0,55.0,WN,DAL,AUS,2,0
2173.0,715.0,70.0,WN,BDL,BWI,6,0
3798.0,1170.0,190.0,MQ,ORD,ABQ,4,0
2665.0,450.0,150.0,DL,DCA,MCO,5,0
391.0,670.0,115.0,WN,PHX,RNO,7,0
3805.0,440.0,145.0,9E,CLE,MEM,4,0
2392.0,390.0,119.0,XE,HSV,IAH,2,0
526.0,450.0,130.0,FL,TPA,BWI,2,0
391.0,445.0,100.0,WN,IND,MCI,2,0
191.0,662.0,176.0,UA,MCO,ORD,4,0
4413.0,1090.0,220.0,MQ,LGA,XNA,7,0
3865.0,1040.0,75.0,9E,BUF,DTW,7,0
6419.0,575.0,94.0,OH,CVG,STL,2,0
1832.0,800.0,245.0,AA,PSP,ORD,2,0
7802.0,660.0,61.0,OO,SLC,TWF,1,0
14.0,1365.0,300.0,AA,OGG,LAX,6,0
442.0,990.0,128.0,UA,ORD,BDL,6,0
2376.0,985.0,120.0,WN,PHX,SJC,2,0
5073.0,435.0,96.0,EV,LEX,ATL,6,0
236.0,461.0,271.0,UA,LAS,IAD,4,0
533.0,1330.0,190.0,AA,DFW,SAN,1,0
5250.0,595.0,94.0,EV,DCA,BOS,5,0
1042.0,860.0,149.0,US,TPA,PHL,1,0
2697.0,593.0,72.0,XE,ROC,EWR,4,0
185.0,1139.0,131.0,FL,DCA,ATL,7,0
4139.0,1013.0,92.0,9E,BIS,MSP,1,0
1528.0,1200.0,99.0,US,CLT,PHL,1,0
6321.0,820.0,100.0,OH,JFK,DCA,1,0
6880.0,629.0,85.0,OO,SLC,DEN,3,0
3690.0,405.0,111.0,9E,LAN,MSP,6,0
1585.0,325.0,62.0,CO,MFE,IAH,5,0
907.0,485.0,55.0,WN,OKC,DAL,2,0
2299.0,360.0,139.0,XE,COS,IAH,1,0
1166.0,780.0,195.0,AA,DFW,PHL,7,0
88.0,465.0,269.0,US,ATL,PHX,3,0
1636.0,570.0,105.0,AA,ELP,DFW,5,0
493.0,915.0,147.0,US,PDX,PHX,5,0
2944.0,1105.0,70.0,MQ,MAF,DFW,5,0
4991.0,375.0,85.0,EV,MYR,ATL,1,0
563.0,510.0,147.0,AS,LAX,PDX,2,0
5330.0,810.0,56.0,EV,ATL,HSV,1,0
2007.0,830.0,139.0,XE,TUS,IAH,7,0
6672.0,860.0,73.0,OH,MEM,STL,3,0
6588.0,615.0,116.0,OH,DTW,CAE,6,0
6467.0,1107.0,170.0,OO,DEN,MFR,4,0
1259.0,755.0,125.0,AA,DFW,DEN,2,0
6261.0,1081.0,48.0,OO,ORD,MSN,3,0
2225.0,805.0,84.0,XE,OKC,IAH,1,0
2076.0,643.0,152.0,DL,MCO,LGA,1,0
906.0,1270.0,89.0,FL,ATL,PHF,7,0
2337.0,405.0,107.0,XE,GSP,EWR,5,0
5324.0,740.0,57.0,EV,ATL,CAE,4,0
3717.0,576.0,116.0,9E,HOU,ATL,2,0
139.0,450.0,338.0,US,ANC,PHX,7,0
1998.0,810.0,166.0,DL,ATL,MSP,1,0
50.0,880.0,108.0,AS,ANC,SCC,6,0
43.0,505.0,161.0,UA,IAH,DEN,4,0
2472.0,815.0,123.0,XE,IAH,JAX,5,0
6575.0,565.0,95.0,OH,MEM,MCI,4,0
1844.0,830.0,265.0,AA,LAS,MIA,3,0
1448.0,990.0,171.0,DL,AUS,DTW,4,0
2884.0,775.0,75.0,MQ,XNA,DFW,6,0
1331.0,525.0,70.0,AA,DFW,SAT,2,0
1740.0,1098.0,92.0,US,BUF,PHL,2,0
5024.0,681.0,89.0,EV,MYR,ATL,2,0
465.0,1302.0,93.0,UA,DEN,BIL,7,0
127.0,625.0,200.0,WN,SJC,AUS,2,0
488.0,370.0,230.0,AA,SEA,DFW,3,0
465.0,1297.0,93.0,UA,DEN,BIL,1,0
490.0,765.0,70.0,US,ONT,PHX,3,0
1803.0,1373.0,73.0,DL,ATL,PNS,2,0
2332.0,750.0,115.0,AA,ORD,PHL,2,0
3278.0,930.0,95.0,MQ,DFW,BRO,4,0
2112.0,330.0,58.0,DL,BHM,ATL,1,0
4390.0,1240.0,125.0,MQ,LGA,DTW,2,0
795.0,810.0,195.0,AA,LGA,MIA,2,0
3832.0,490.0,70.0,WN,BWI,BDL,2,0
2461.0,765.0,140.0,DL,PHL,ATL,2,0
1408.0,375.0,129.0,DL,DEN,MSP,2,0
27.0,1015.0,125.0,WN,ECP,BWI,7,0
5.0,430.0,404.0,UA,JFK,SFO,1,0
1273.0,565.0,220.0,AA,DFW,RNO,1,0
2722.0,1085.0,125.0,MQ,DSM,DFW,4,0
5896.0,929.0,71.0,XE,LAN,ORD,3,0
5168.0,755.0,55.0,EV,ATL,AVL,6,0
6321.0,820.0,102.0,OH,JFK,DCA,4,0
752.0,990.0,101.0,US,BOS,PHL,4,0
315.0,560.0,136.0,UA,DFW,DEN,3,0
2531.0,870.0,118.0,DL,LGA,DTW,5,0
254.0,360.0,134.0,FL,FNT,ATL,3,0
4575.0,390.0,142.0,OO,OKC,SLC,2,0
1921.0,1230.0,81.0,US,CLT,JAX,5,0
240.0,767.0,117.0,DL,MIA,ATL,6,0
1661.0,874.0,153.0,CO,PHX,IAH,1,0
1438.0,695.0,209.0,FL,MCO,MSP,5,0
395.0,645.0,200.0,AA,MIA,DFW,6,0
3017.0,865.0,90.0,MQ,RNO,LAX,1,0
5141.0,590.0,83.0,EV,ATL,MYR,4,0
525.0,841.0,165.0,B6,EWR,MCO,7,0
1159.0,1090.0,115.0,AA,DFW,COS,2,0
3478.0,600.0,75.0,MQ,LIT,DFW,5,0
6930.0,1035.0,80.0,OO,LAX,TUS,7,0
2920.0,665.0,65.0,WN,LAX,LAS,6,0
6365.0,610.0,80.0,OO,DEN,ICT,7,0
2245.0,1155.0,102.0,DL,DCA,DTW,7,0
6379.0,360.0,85.0,OH,BOS,JFK,7,0
3934.0,505.0,120.0,9E,MEM,PIT,4,0
47.0,405.0,65.0,AS,ANC,ADQ,7,0
6351.0,1095.0,156.0,OO,DEN,RDM,3,0
4396.0,435.0,65.0,MQ,RDU,DCA,6,0
1024.0,940.0,244.0,US,SJU,PHL,5,0
3066.0,386.0,67.0,XE,RIC,EWR,6,0
1830.0,1160.0,142.0,CO,IAH,PBI,5,0
70.0,1275.0,148.0,B6,PBI,JFK,4,0
1454.0,900.0,166.0,US,MSY,PHL,5,0
1571.0,675.0,95.0,WN,DEN,MCI,6,0
3081.0,380.0,45.0,MQ,SAN,LAX,6,0
1088.0,515.0,175.0,DL,ATL,MSP,6,0
1786.0,1335.0,124.0,US,CLT,MHT,5,0
481.0,795.0,115.0,AA,DEN,DFW,7,0
2449.0,530.0,55.0,WN,HOU,SAT,2,0
5948.0,806.0,87.0,XE,CLE,ORD,4,0
1322.0,515.0,77.0,B6,BWI,BOS,2,0
3004.0,775.0,153.0,XE,IAH,MKE,2,0
3365.0,630.0,65.0,MQ,LBB,DFW,2,0
1160.0,675.0,145.0,WN,MAF,LAS,6,0
823.0,885.0,80.0,AA,ICT,DFW,1,0
1034.0,1170.0,162.0,FL,PIT,RSW,6,0
481.0,420.0,140.0,FL,BWI,MCO,7,0
628.0,1040.0,154.0,AS,BLI,LAS,4,0
967.0,360.0,125.0,FL,ACY,ATL,2,0
472.0,1050.0,150.0,AA,SLC,DFW,1,0
446.0,821.0,89.0,UA,MCI,ORD,6,0
43.0,742.0,77.0,AS,ANC,BET,4,0
2103.0,360.0,160.0,AA,IAD,MIA,5,0
540.0,710.0,168.0,B6,PBI,EWR,1,0
4077.0,365.0,140.0,MQ,ABE,ORD,4,0
1501.0,435.0,190.0,DL,BOS,ATL,5,0
107.0,350.0,83.0,B6,BUF,JFK,1,0
4081.0,1180.0,63.0,9E,MEM,BHM,1,0
1103.0,639.0,139.0,FL,RSW,CMH,6,0
1364.0,420.0,250.0,AA,LAX,ORD,1,0
5313.0,360.0,98.0,EV,EWN,ATL,2,0
145.0,585.0,34.0,HA,OGG,HNL,7,0
2166.0,510.0,83.0,DL,CHS,ATL,4,0
7124.0,862.0,96.0,EV,ALB,IAD,7,0
2379.0,870.0,150.0,WN,TPA,STL,2,0
2681.0,705.0,176.0,XE,PBI,IAH,1,0
1511.0,1085.0,86.0,US,PHX,LAX,2,0
5906.0,619.0,116.0,XE,ROA,ORD,2,0
1017.0,1005.0,125.0,DL,ATL,MKE,1,0
1059.0,550.0,91.0,US,ATL,CLT,7,0
7272.0,1037.0,77.0,YV,IAD,ALB,6,0
374.0,515.0,144.0,US,DFW,CLT,3,0
1718.0,510.0,108.0,DL,MCO,ATL,6,0
406.0,954.0,80.0,AA,STL,ORD,6,0
383.0,673.0,49.0,HA,ITO,HNL,7,0
1890.0,900.0,112.0,US,PBI,CLT,4,0
397.0,1248.0,42.0,HA,KOA,HNL,3,0
850.0,895.0,93.0,FL,MCO,ATL,6,0
1800.0,855.0,145.0,WN,BWI,MCO,6,0
196.0,405.0,171.0,CO,LAS,IAH,3,0
3232.0,450.0,70.0,WN,JAX,FLL,5,0
6560.0,692.0,134.0,OO,AUS,DEN,4,0
2093.0,705.0,237.0,DL,MSP,SNA,3,0
62.0,722.0,53.0,AS,SIT,KTN,3,0
1684.0,540.0,250.0,WN,TPA,DEN,3,0
5588.0,1061.0,76.0,EV,TLH,ATL,5,0
865.0,666.0,68.0,FL,MCO,EYW,1,0
2858.0,490.0,74.0,XE,LRD,IAH,5,0
601.0,505.0,161.0,FL,BWI,RSW,7,0
33.0,475.0,380.0,AA,JFK,LAX,2,0
3972.0,1030.0,65.0,9E,HSV,ATL,1,0
166.0,505.0,245.0,CO,SEA,IAH,7,0
1794.0,1295.0,126.0,DL,ATL,PHL,7,0
5461.0,660.0,136.0,EV,ATL,TUL,6,0
346.0,1294.0,85.0,UA,ORD,PIT,4,0
7215.0,1043.0,172.0,YV,PWM,ORD,2,0
1760.0,1040.0,70.0,WN,ONT,SJC,1,0
4212.0,620.0,100.0,9E,DTW,TYS,6,0
234.0,385.0,107.0,FL,RIC,ATL,5,0
3699.0,1290.0,160.0,MQ,MIA,CVG,1,0
5958.0,360.0,137.0,XE,BHM,ORD,2,0
106.0,515.0,243.0,UA,LAX,ORD,2,0
360.0,1036.0,51.0,HA,HNL,ITO,6,0
1633.0,545.0,200.0,WN,TUS,MDW,3,0
4773.0,990.0,93.0,OO,PSC,SLC,4,0
2969.0,1255.0,50.0,MQ,DFW,ABI,2,0
2911.0,660.0,70.0,YV,PHX,PSP,2,0
55.0,671.0,110.0,AS,BRW,ANC,2,0
1040.0,400.0,170.0,DL,COS,ATL,3,0
183.0,430.0,385.0,DL,JFK,SEA,3,0
619.0,550.0,163.0,AS,LAS,SEA,1,0
3214.0,545.0,60.0,MQ,SJT,DFW,7,0
1456.0,668.0,97.0,DL,SRQ,ATL,7,0
1128.0,830.0,95.0,WN,MHT,PHL,5,0
2147.0,910.0,85.0,WN,SFO,SNA,5,0
1798.0,900.0,179.0,DL,FLL,LGA,3,0
697.0,365.0,190.0,AA,FLL,DFW,3,0
7253.0,528.0,108.0,YV,ORD,RDU,3,0
5414.0,750.0,135.0,EV,ORF,DTW,2,0
1558.0,450.0,125.0,WN,PDX,LAS,6,0
4572.0,740.0,95.0,MQ,CLE,LGA,4,0
7261.0,1198.0,72.0,YV,ROC,IAD,4,0
167.0,600.0,85.0,WN,OAK,LAS,7,0
2644.0,1220.0,63.0,YV,CLT,MYR,4,0
220.0,445.0,129.0,AS,SEA,SFO,7,0
2095.0,362.0,206.0,XE,PIT,IAH,2,0
3295.0,845.0,135.0,MQ,DFW,CAE,7,0
2767.0,630.0,105.0,MQ,DFW,VPS,5,0
700.0,425.0,75.0,WN,SJC,SNA,1,0
2841.0,585.0,79.0,YV,PHX,YUM,7,0
3053.0,780.0,116.0,XE,EWR,DTW,1,0
3690.0,1200.0,175.0,MQ,MIA,CLE,6,0
4303.0,700.0,105.0,9E,OMA,MEM,4,0
2530.0,877.0,104.0,XE,GSO,EWR,6,0
5262.0,835.0,93.0,EV,DCA,BOS,6,0
2872.0,740.0,100.0,DL,TPA,ATL,1,0
3710.0,630.0,78.0,9E,DTW,ELM,7,0
1287.0,465.0,65.0,AA,AUS,DFW,4,0
5567.0,444.0,76.0,EV,CAE,ATL,7,0
3894.0,435.0,126.0,9E,TUL,MSP,2,0
3092.0,710.0,113.0,XE,IAH,MCI,6,0
2216.0,1420.0,229.0,DL,LAS,DTW,4,0
1568.0,705.0,221.0,US,CLT,SJU,2,0
3692.0,730.0,140.0,MQ,MIA,RIC,5,0
4014.0,390.0,80.0,9E,IND,DTW,6,0
648.0,560.0,245.0,AA,SJU,JFK,1,0
559.0,695.0,60.0,WN,SAT,DAL,4,0
3319.0,600.0,45.0,MQ,DFW,GGG,7,0
6452.0,1302.0,91.0,OO,DEN,SLC,3,0
3779.0,1165.0,140.0,MQ,ORD,MSY,4,0
25.0,605.0,365.0,HA,PDX,HNL,5,0
2.0,905.0,325.0,HA,HNL,LAX,1,0
5141.0,590.0,83.0,EV,ATL,MYR,2,0
23.0,502.0,349.0,UA,LAX,KOA,4,0
1937.0,365.0,102.0,DL,BWI,DTW,5,0
1086.0,483.0,137.0,FL,IND,MCO,6,0
6489.0,845.0,62.0,OO,DEN,DRO,4,0
2062.0,1175.0,74.0,XE,IAH,LRD,4,0
3007.0,390.0,45.0,MQ,SBA,LAX,3,0
71.0,385.0,189.0,F9,DTW,DEN,6,0
1945.0,1110.0,130.0,AA,ATL,MIA,2,0
805.0,415.0,85.0,WN,MSY,DAL,2,0
1189.0,1155.0,137.0,US,DCA,MCO,4,0
716.0,670.0,96.0,FL,LGA,CAK,4,0
2535.0,391.0,118.0,XE,SDF,EWR,2,0
744.0,1165.0,165.0,WN,MKE,MCO,1,0
203.0,530.0,94.0,UA,ORD,MSP,3,0
1523.0,1200.0,214.0,DL,DTW,SAT,4,0
3082.0,1020.0,45.0,MQ,SAN,LAX,4,0
2142.0,420.0,182.0,XE,OKC,EWR,6,0
2206.0,385.0,65.0,WN,RDU,BWI,1,0
2936.0,942.0,56.0,XE,IAH,AEX,5,0
2192.0,510.0,161.0,DL,TPA,DTW,7,0
4315.0,925.0,66.0,9E,MSP,GRB,7,0
544.0,907.0,171.0,B6,PBI,EWR,7,0
2364.0,885.0,170.0,XE,EWR,STL,1,0
55.0,796.0,108.0,UA,PDX,SFO,5,0
1505.0,1035.0,190.0,AA,DFW,SAN,3,0
6567.0,802.0,58.0,OH,CLE,DTW,5,0
516.0,385.0,108.0,FL,CMH,ATL,4,0
4464.0,1191.0,80.0,OO,SLC,BZN,3,0
226.0,660.0,134.0,F9,SMF,DEN,3,0
3667.0,430.0,90.0,WN,JAX,ORF,4,0
1555.0,650.0,170.0,CO,PBI,EWR,4,0
217.0,423.0,42.0,HA,KOA,HNL,2,0
6661.0,1005.0,33.0,OO,MOD,SFO,6,0
1159.0,1023.0,101.0,DL,MLB,ATL,6,0
2315.0,383.0,125.0,XE,SAV,EWR,2,0
6453.0,1290.0,72.0,OO,LAX,PHX,3,0
3245.0,535.0,125.0,MQ,DFW,LEX,1,0
4973.0,510.0,97.0,EV,FAY,ATL,5,0
3717.0,1130.0,155.0,MQ,IAH,ORD,4,0
2995.0,1000.0,125.0,MQ,DSM,DFW,7,0
1002.0,520.0,60.0,WN,AUS,HRL,2,0
5611.0,505.0,78.0,EV,ATL,GNV,7,0
1487.0,515.0,130.0,AA,DCA,ORD,4,0
401.0,1080.0,385.0,US,PHL,SFO,7,0
1678.0,435.0,125.0,US,TPA,DCA,5,0
6642.0,630.0,82.0,OH,ORF,JFK,1,0
4108.0,360.0,77.0,9E,ATW,MSP,5,0
372.0,873.0,140.0,UA,DFW,ORD,1,0
1088.0,785.0,168.0,CO,IAH,DTW,1,0
5595.0,1236.0,87.0,EV,ATL,EWN,1,0
1839.0,595.0,188.0,US,PHL,MSP,6,0
4967.0,970.0,107.0,EV,ATL,BMI,6,0
242.0,790.0,136.0,UA,ORD,PVD,4,0
5092.0,1230.0,74.0,EV,ATL,FAY,3,0
5221.0,415.0,84.0,EV,FLL,TLH,3,0
2131.0,1280.0,59.0,XE,IAH,CRP,5,0
2302.0,533.0,105.0,XE,IAH,BNA,4,0
1297.0,360.0,114.0,DL,SFO,SLC,7,0
175.0,545.0,34.0,HA,OGG,HNL,1,0
2650.0,580.0,147.0,XE,EWR,MKE,1,0
935.0,980.0,359.0,UA,LAX,HNL,1,0
6961.0,780.0,92.0,OO,LNK,DEN,6,0
2841.0,575.0,110.0,MQ,DFW,DSM,4,0
2865.0,370.0,154.0,DL,BUF,ATL,3,0
937.0,1225.0,70.0,FL,JAX,ATL,2,0
1179.0,785.0,167.0,US,CLT,IAH,1,0
1040.0,1195.0,49.0,YV,HNL,ITO,5,0
5978.0,887.0,67.0,XE,GSO,IAD,5,0
639.0,1170.0,50.0,WN,HOU,CRP,6,0
4020.0,740.0,125.0,MQ,ROC,ORD,5,0
904.0,550.0,122.0,B6,ORD,JFK,7,0
1414.0,870.0,65.0,WN,PHX,LAS,3,0
697.0,1045.0,78.0,DL,ATL,PNS,6,0
6723.0,1105.0,96.0,OH,IND,DCA,7,0
1255.0,915.0,70.0,WN,PHX,LAS,3,0
32.0,360.0,146.0,UA,PDX,DEN,5,0
